ID,Nationality,Club,Age,Value,Wage,Name,Special
239779,Poland,Lech Poznań,18,140K,1K,D. Kurminowski,1304
213156,Antigua & Barbuda,Yeovil Town,21,130K,1K,R. Browne,1321
236452,India,,19,0,0,D. Lalhlimpuia,1259
237988,Japan,Albirex Niigata,18,140K,1K,T. Hara,1465
236453,India,,21,0,0,G. Singh,1507
240805,Hong Kong,Bury,17,130K,1K,Dai Wai-Tsun,1395
11430,England,Lincoln City,34,20K,2K,J. McCombe,1025
233127,England,Walsall,19,140K,1K,J. Sangha,1485
240807,Scotland,Hibernian,19,150K,1K,O. Shaw,1288
231593,Republic of Ireland,Finn Harps,29,50K,1K,G. Harkin,1380
240297,Finland,HJK Helsinki,18,110K,1K,R. Källman,975
231850,Spain,CD Lugo,23,90K,1K,Dani Renda,1495
240299,Norway,Kristiansund BK,30,60K,1K,A. Rødsand,1453
208556,Kenya,Crawley Town,22,90K,1K,J. Lelan,1274
232108,Norway,IFK Göteborg,19,130K,1K,B. Zalo,1085
238764,Scotland,Ross County FC,20,100K,1K,B. Malcolm,1475
239788,Colombia,CD Once Caldas Manizales,20,110K,1K,C. Triana,1277
213677,England,Grimsby Town,21,90K,1K,B. Killip,1015
238765,Scotland,Heart of Midlothian,19,150K,1K,J. Brandon,1491
234158,France,Le Havre AC,20,130K,1K,A. Gory,1396
201903,Norway,Sandefjord Fotball,23,70K,1K,O. Øvretveit,929
226479,Scotland,Dundee FC,20,130K,1K,C. Colquhoun,1484
226480,Scotland,Dundee FC,20,150K,1K,D. Davidson,1467
238258,England,Millwall,18,140K,3K,N. Leighton,1299
239538,Northern Ireland,Derry City,20,120K,1K,J. McIntyre,1316
237235,Australia,Western Sydney Wanderers,18,120K,1K,A. Majok,1303
231860,United States,Houston Dynamo,20,150K,1K,C. Lucatero,1507
236213,Senegal,Virtus Entella,25,90K,1K,D. Diaw,1342
239030,France,US Quevilly-Rouen,18,80K,1K,R. Hanquinquant,830
239798,Russia,FC Ufa,19,120K,1K,A. Chernov,861
229559,Wales,Cardiff City,20,150K,3K,J. Veale,1516
238775,Poland,Pogoń Szczecin,18,140K,1K,S. Kowalczyk,1396
220602,Switzerland,BSC Young Boys,21,100K,2K,T. Fekete,1336
226490,Scotland,Hamilton Academical FC,20,150K,1K,S. Boyd,1282
159163,Germany,SV Meppen,34,20K,1K,J. Robben,1516
235195,Lithuania,Sampdoria,18,80K,1K,T. Krapikas,833
236733,Saudi Arabia,Al Faisaly,22,80K,2K,A. Al Najai,1235
240061,Colombia,Atlético Huila,24,90K,1K,L. Lázaro,1418
232638,Japan,Gamba Osaka,19,150K,1K,A. Takagi,1416
234688,Switzerland,FC Lausanne-Sports,21,100K,1K,S. Campo,1538
235458,France,Motherwell,20,100K,1K,C. Kipré,1298
240578,Russia,CSKA Moscow,19,90K,2K,P. Ovchinnikov,815
220611,England,Exeter City,22,80K,1K,J. Hamon,976
241091,United States,1. FC Köln,18,110K,1K,B. Scott,865
234692,England,Grimsby Town,25,70K,2K,Z. Mills,1369
240068,Saudi Arabia,Ohod Club,21,100K,2K,S. Al Nabit,1415
237509,France,FC Sochaux-Montbéliard,18,140K,1K,B. Lasme,1331
241093,Cameroon,SCR Altach,19,130K,1K,S. Oum Gouet,1470
240070,Algeria,GFC Ajaccio,17,110K,1K,I. Messaoud,1322
237511,Iceland,IFK Norrköping,19,130K,1K,A. Sampsted,1369
236488,Ivory Coast,Perugia,17,130K,1K,A. Traorè,1386
225993,New Zealand,Wellington Phoenix,21,80K,1K,O. Sail,985
240842,Russia,FC SKA-Energiya Khabarovsk,20,150K,2K,A. Golovatyuk,1492
223180,England,Blackpool,21,100K,1K,N. Anderton,1341
237262,Canada,New York City Football Club,21,120K,1K,K. Awuah,1442
226514,Scotland,Aberdeen,18,90K,1K,D. Harvie,1299
240338,Uruguay,Sandefjord Fotball,21,100K,1K,F. Rodríguez Calleriza,1289
226259,Italy,Brescia,22,70K,1K,L. Andrenacci,1002
240340,Australia,Sydney FC,20,120K,1K,C. Zuvela,1514
239573,Italy,Ternana,21,90K,1K,M. Bleve,848
236758,Denmark,Odense Boldklub,18,110K,1K,O. Christensen,834
239318,England,Newport County,21,110K,1K,L. Reynolds,1352
237271,United States,Portland Timbers,22,90K,1K,M. Amick,1353
237272,England,Philadelphia Union,23,90K,1K,A. Jones,1473
227545,Republic of Ireland,Huddersfield Town,20,120K,3K,T. Ryan,1021
225498,England,Scunthorpe United,20,90K,1K,L. Sutton,1389
236762,England,Morecambe,21,100K,1K,E. Osborne,1493
240346,England,Carlisle United,19,120K,3K,S. George,853
231131,New Zealand,Wellington Phoenix,19,110K,1K,J. McGarry,1497
216540,Sweden,GIF Sundsvall,20,80K,1K,W. Eskelinen,948
202205,Norway,Stabæk Fotball,25,70K,1K,A. El-Amrani,1452
232669,New Zealand,Wellington Phoenix,18,140K,1K,S. Singh,1433
237790,Japan,Cerezo Osaka,21,120K,1K,M. Sakamoto,1597
219872,Republic of Ireland,Bohemian FC,22,80K,1K,D. Hayes,1351
227040,England,Carlisle United,20,110K,2K,S. Cosgrove,1366
232675,Saudi Arabia,Al Hilal,20,90K,3K,M. Al Mufarrij,1200
237795,Japan,Cerezo Osaka,21,110K,1K,M. Nishimoto,1452
216548,Germany,Korona Kielce,25,70K,1K,F. Burdenski,1546
169190,England,Newport County,35,20K,1K,J. Bittner,928
225768,Greece,Brentford,19,80K,2K,I. Chatzitheodoridis,1369
240616,England,Southend United,18,130K,1K,E. Bwomono,1340
225770,Sweden,IFK Göteborg,19,130K,1K,K. da Graca,1228
236526,Australia,Brisbane Roar,18,110K,1K,E. Martinez,1452
211184,Poland,Śląsk Wrocław,25,60K,1K,D. Budzyński,1074
232944,Japan,Vissel Kobe,19,100K,1K,S. Fujitani,1344
241137,Argentina,Vercelli,20,110K,1K,F. Vivas,1326
238580,Switzerland,FC Luzern,20,140K,1K,I. Voca,1431
229365,Republic of Ireland,Drogheda United,19,100K,1K,S. Elworthy,1434
238581,Switzerland,FC Luzern,18,140K,1K,R. Vargas,1382
237047,Sweden,AFC Eskilstuna,21,100K,1K,A. Zahui Bazoukou,1247
233466,Norway,SK Brann,17,90K,1K,M. Olsen Pettersen,833
233212,Denmark,FC Nordsjælland,20,120K,1K,A. Skovgaard,1233
214525,Wales,Crewe Alexandra,23,70K,2K,D. Richards,957
233215,Ghana,Coventry City,19,120K,1K,C. Addai,761
226560,Scotland,Motherwell,20,120K,1K,L. Watt,1385
231170,Saudi Arabia,Al Qadisiyah,23,80K,2K,A. Al Shahrani,1417
231683,Australia,Newcastle Jets,19,100K,1K,M. Shabow,1328
235267,England,Luton Town,18,110K,1K,A. Famewo,1209
240387,Colombia,Deportivo Pasto,22,70K,1K,J. Caicedo,821
231684,England,Perth Glory,20,90K,1K,J. Knowles,1258
239876,France,FC Zürich,19,110K,1K,Y. Maouche,1412
240389,Sweden,AIK Solna,17,90K,1K,G. Aphrem,1391
233734,Italy,Virtus Entella,19,130K,1K,M. Di Paola,1438
235785,England,Bolton Wanderers,19,100K,3K,C. Hall,1397
237833,Wales,Cardiff City,18,120K,2K,M. Harris,1418
232458,Japan,Vegalta Sendai,19,90K,1K,M. Kojima,1336
235274,Poland,Lech Poznań,18,100K,1K,M. Mleczko,1009
229388,England,Sligo Rovers,20,100K,1K,O. Haughton,1310
232204,Scotland,Ross County FC,19,100K,1K,G. Morrison,1254
234509,India,,29,0,0,F. Cardozo,1211
238349,England,Chesterfield,18,80K,1K,J. Smith,1292
238350,England,Chesterfield,17,100K,1K,J. Brownell,1473
239374,Poland,MSV Duisburg,18,110K,1K,P. Kubina,1455
201487,Northern Ireland,Finn Harps,25,80K,1K,T. McBride,1482
239632,England,Barnet,27,50K,1K,C. Ross,794
230161,Scotland,Kilmarnock,19,110K,1K,L. Clark,1246
235794,England,Wycombe Wanderers,19,130K,2K,E. Eze,1428
238354,Korea Republic,Incheon United FC,22,70K,1K,Ha Chang Rae,1176
240402,Poland,Wisła Kraków,17,120K,1K,B. Skórski,1445
238357,Saudi Arabia,Ettifaq FC,21,80K,1K,A. Majrashi,1417
237591,Bosnia Herzegovina,SKN St. Pölten,25,70K,2K,A. Mehremić,1317
220956,Northern Ireland,Stevenage,20,90K,1K,R. Johnson,1275
239900,Austria,FC Admira Wacker Mödling,19,90K,1K,D. Verwüster,893
235550,Saudi Arabia,Al Qadisiyah,23,80K,2K,M. Al Najrani,1455
238367,Wales,Shrewsbury,18,120K,1K,G. Hughes,1461
240159,Germany,SpVgg Unterhaching,18,120K,1K,P. Schoch,1337
197921,Italy,Avellino,33,30K,1K,R. Iuliano,1010
240161,China PR,Werder Bremen II,20,110K,1K,Ci Tian,1288
206370,Republic of Ireland,Bray Wanderers,28,50K,1K,J. Marks,1423
230690,Switzerland,FC Lausanne-Sports,21,100K,1K,M. Dominguez,1461
240162,Norway,Sandefjord Fotball,18,100K,1K,H. Nilsen,1248
238115,Korea Republic,GwangJu FC,23,90K,1K,Lim Dae Joon,1403
226596,FYR Macedonia,BSC Young Boys,20,130K,2K,T. Seferi,1312
235556,Saudi Arabia,Al Qadisiyah,21,60K,1K,A. Al Shehry,831
240422,Russia,FC Tosno,25,50K,2K,V. Lukichev,839
235303,Poland,Cracovia,18,80K,1K,K. Pestka,1256
239143,Ghana,Albacete Balompié,21,100K,1K,A. Kyeremeh,1435
240425,Saudi Arabia,Ohod Club,20,100K,2K,M. Al Khaibari,1420
231722,France,FC Sochaux-Montbéliard,20,80K,1K,A. Long,811
235821,Poland,Korona Kielce,19,90K,1K,P. Poński,1353
226094,Australia,Brisbane Roar,21,100K,1K,S. Brady,1426
239151,Denmark,FC Helsingør,22,70K,1K,A. Vaporakis,891
239407,Norway,Sandefjord Fotball,18,100K,1K,O. Breistøl,1440
240432,Republic of Ireland,Finn Harps,21,70K,1K,P. Burke,798
240433,Congo,HJK Helsinki,17,130K,1K,E. Banza,1343
235058,Saudi Arabia,Ettifaq FC,20,100K,1K,O. Al Saleem,1423
227379,Argentina,Temperley,17,130K,1K,F. Sosa,1410
234039,England,Huddersfield Town,18,110K,3K,R. Edmonds-Green,1239
241207,Japan,Vissel Kobe,21,60K,1K,K. Yoshimaru,777
228664,Norway,Strømsgodset IF,18,90K,1K,H. Duman,1580
240952,Senegal,La Berrichonne de Châteauroux,22,80K,1K,S. Niang,1435
235066,Poland,Termalica Bruk-Bet Nieciecza,19,100K,1K,P. Nowak,1363
230971,New Zealand,AFC Wimbledon,20,110K,1K,N. Tzanev,1039
240701,Scotland,Dundee FC,21,90K,1K,L. Spence,1436
238911,Saudi Arabia,Ohod Club,30,40K,2K,I. Al Subaie,1197
239424,Switzerland,FC Thun,20,80K,1K,M. Rodrigues,1164
241216,Japan,F.C. Tokyo,18,120K,1K,Y. Suzuki,1371
220993,Poland,Jagiellonia Białystok,21,90K,1K,E. Gajko,1356
234818,Switzerland,FC Luzern,19,80K,1K,S. Enzler,835
228163,Saudi Arabia,Al Fateh,22,90K,3K,H. Al Nakhli,1408
241219,Thailand,F.C. Tokyo,20,130K,1K,W. Jakkit,1353
232772,Japan,Omiya Ardija,20,90K,1K,K. Takayama,1337
237381,South Africa,Kaizer Chiefs,21,70K,1K,B. Petersen,904
238405,Norway,Aalesunds FK,17,120K,1K,A. Waagan,1313
233802,Switzerland,FC Thun,20,120K,2K,E. Alessandrini,1178
233293,Colombia,Corporación Club Deportivo Tuluá,20,80K,1K,D. Rodríguez,769
225615,England,Bradford City,19,130K,1K,R. Webb-Foster,1276
236623,Wales,Exeter City,18,120K,1K,M. Smallcombe,1524
238161,Norway,Tromsø IL,20,100K,1K,P. Aas,1338
235602,Norway,Aalesunds FK,19,110K,1K,J. Barstad,1207
240210,Sweden,Malmö FF,18,80K,1K,M. Nilsson,799
229206,Republic of Ireland,Huddersfield Town,20,120K,4K,D. Kane,1180
235094,Saudi Arabia,Ettifaq FC,28,60K,2K,M. Al Maqadi,1259
229208,England,Huddersfield Town,19,80K,3K,R. Booty,1503
235864,Italy,Cittadella,19,100K,1K,G. Caccin,1451
225369,Poland,Jagiellonia Białystok,20,60K,1K,K. Karpieszuk,999
239961,Colombia,CD Los Millionarios Bogota,17,100K,1K,J. Moreno,868
234331,Korea Republic,Gangwon FC,23,80K,1K,Lee Jung Jin,1359
238171,Australia,Melbourne Victory,19,130K,1K,J. Hope,1419
233820,Norway,Lillestrøm SK,20,100K,1K,S. Sinyan,1468
240989,Argentina,Temperley,22,70K,1K,J. Lucero,822
237919,Japan,Yokohama F. Marinos,19,80K,1K,K. Yoshio,1408
240481,Austria,FK Austria Wien,17,130K,2K,V. Demaku,1421
233058,Sweden,GIF Sundsvall,18,100K,1K,A. Bahtijar,1401
239203,France,Tours FC,18,80K,1K,G. Coudert,823
239460,Morocco,US Orléans Loiret Football,21,80K,1K,A. Talal,1487
227941,United States,Rochdale,25,60K,1K,B. Moore,1067
237669,Italy,Napoli,18,120K,4K,A. Zerbin,1324
231270,Scotland,Kilmarnock,21,70K,1K,C. Waters,1306
227688,Saudi Arabia,Al Raed,25,60K,2K,K. Al Muqaytib,1025
241000,Switzerland,FC Thun,17,120K,1K,N. Uche,1329
233324,Colombia,Deportivo Pasto,19,100K,1K,V. Cabezas,814
235630,Saudi Arabia,Al Batin,28,50K,1K,N. Al Anazi,821
237167,Japan,Júbilo Iwata,25,50K,1K,R. Miura,814
239727,Mexico,Querétaro,21,70K,1K,R. Díaz,820
235632,Congo,ES Troyes AC,21,90K,2K,R. Goteni,1474
237168,Japan,Júbilo Iwata,22,90K,1K,M. Matsumoto,1495
238705,France,Stade de Reims,20,90K,1K,V. Piechocki,1390
239730,Germany,Górnik Zabrze,24,60K,1K,M. Karwot,1350
238196,Iceland,IFK Norrköping,18,120K,1K,A. Sigurðsson,1464
205685,Italy,Foggia,25,80K,1K,L. Pompilio,1272
241015,Italy,Udinese,18,100K,1K,D. Borsellini,833
231032,Spain,Manchester City,18,110K,5K,Erik Sarmiento,1484
237176,England,Huddersfield Town,17,110K,2K,R. Schofield,806
239480,Germany,FC Erzgebirge Aue,18,80K,1K,S. Härtel,1351
240760,Italy,Virtus Entella,18,120K,1K,M. Alluci,1422
239481,Germany,FC Erzgebirge Aue,18,100K,1K,V. Michl,1377
228476,England,Fleetwood Town,20,120K,1K,L. Higham,1349
234365,Norway,FK Haugesund,17,70K,1K,K. Krygård,1330
230014,England,Swindon Town,19,130K,1K,E. Iandolo,1276
240768,England,Sheffield United,18,120K,3K,H. Gilmour,1423
231553,England,Luton Town,19,110K,1K,F. Musonda,1214
234114,England,Charlton Athletic,18,110K,1K,K. Yao,1215
240770,Italy,Novara,19,100K,1K,F. Nardi,1455
228483,Korea Republic,Ulsan Hyundai Horang-i,24,80K,1K,Kim Yong Jin,1275
240006,Germany,SC Paderborn 07,20,90K,1K,T. Mannek,1289
227975,Norway,FK Haugesund,18,100K,1K,H. Fossdal,1058
240520,France,Stade Brestois 29,18,100K,1K,T. Lijour,886
229770,Republic of Ireland,Cork City,20,120K,1K,C. Ellis,1324
232587,Japan,Albirex Niigata,24,80K,1K,G. Hayama,1439
239243,Poland,Sandecja Nowy Sącz,19,130K,1K,K. Smoleń,1310
236941,Scotland,Motherwell,19,130K,1K,J. Hastie,1342
239501,Austria,SCR Altach,17,120K,1K,J. Tartarotti,1380
240525,Norway,SK Brann,17,120K,1K,M. Bildøy,1418
239246,Poland,Sandecja Nowy Sącz,18,120K,1K,W. Nowak,1282
240270,Korea Republic,Daegu FC,23,70K,1K,Lee Hyun Woo,848
237969,Republic of Ireland,Finn Harps,18,120K,1K,S. Blaney,1331
240017,Denmark,FC Nordsjælland,17,100K,1K,A. Skov Olsen,1342
211602,England,Galway United,22,60K,1K,C. Burns,911
230807,England,Middlesbrough,19,110K,1K,H. Coulson,1341
222872,Wales,Notts County,21,100K,2K,C. Saunders,1344
234393,Denmark,Aalborg BK,19,130K,1K,M. Ramkilde,1383
238745,Norway,Sandefjord Fotball,18,90K,1K,S. Shamohammad,1474
231069,France,Fleetwood Town,26,70K,1K,V. Nirennold,1422
240285,Norway,Stabæk Fotball,18,120K,1K,T. Børkeeiet,1404
239006,Norway,Kristiansund BK,17,100K,1K,J. Isaksen,1456
234143,Italy,Brescia,19,100K,1K,M. Mangraviti,1501
240799,Italy,Empoli,19,110K,1K,D. Zappella,1316
238496,England,Milton Keynes Dons,18,120K,1K,H. Logan,1343
240544,Switzerland,Grasshopper Club Zürich,18,120K,1K,G. Morandi,1408
240545,Angola,Grasshopper Club Zürich,23,70K,2K,J. Ngongo,804
224418,Iceland,Vålerenga Fotball,21,120K,1K,S. Friðjónsson,1479
231330,Uganda,Aalborg BK,22,90K,2K,R. Kakeeto,1496
239266,Brazil,Corporación Club Deportivo Tuluá,21,80K,1K,Wanderson,1169
238761,France,Valenciennes FC,18,120K,1K,G. Foulon,1340
239529,Nigeria,FC Midtjylland,19,100K,2K,F. Onyeka,1510
239279,Poland,Piast Gliwice,19,130K,1K,L. Krakowczyk,1343
237236,Turkey,Alanyaspor,19,90K,1K,I. Ünal,825
239540,Northern Ireland,Derry City,18,110K,1K,E. Toal,1157
231605,Saudi Arabia,Al Raed,24,70K,3K,A. Al Qasir,1310
231606,Austria,Empoli,19,130K,1K,A. Jakupović,1287
238262,England,AFC Wimbledon,18,120K,1K,J. Antwi-Nyame,1320
238774,Japan,Albirex Niigata,22,70K,1K,Y. Horigome,1414
236471,Norway,Odds BK,19,110K,1K,M. Kaasa,1480
232632,Japan,Gamba Osaka,21,100K,1K,S. Hirao,1387
237752,Japan,Shimizu S-Pulse,22,70K,1K,T. Takagiwa,811
226235,Japan,Southend United,19,100K,1K,D. Matsuzaka,1188
234683,Switzerland,FC Lausanne-Sports,18,140K,1K,A. Zeqiri,1304
240572,Denmark,Lyngby BK,17,130K,1K,E. Simonsen,1339
235709,Saudi Arabia,Al Fateh,22,80K,3K,H. Al Jasim,1286
231358,Norway,Aalesunds FK,20,70K,1K,S. Sødergren,1023
241087,Cameroon,Stade de Reims,19,80K,1K,P. Bahanack,1238
225986,England,Barnsley,19,100K,1K,D. Mottley-Henry,1305
240322,England,Bolton Wanderers,18,90K,2K,H. Brockbank,1244
239811,Korea Republic,Vegalta Sendai,18,50K,1K,Lee Yun Oh,791
240069,France,GFC Ajaccio,18,100K,1K,J. Anziani,1449
216262,England,Fleetwood Town,23,70K,1K,M. Urwin,1050
236742,Republic of Ireland,Drogheda United,18,90K,1K,M. Doyle,1294
239046,France,US Quevilly-Rouen,18,120K,1K,H. Furuncu,1396
240839,Russia,FC SKA-Energiya Khabarovsk,20,80K,2K,K. Arshanskiy,1407
230602,France,FC Sochaux-Montbéliard,20,130K,1K,M. Francois,1451
229324,Wales,Sheffield Wednesday,20,120K,4K,A. Baker,1312
233932,Australia,Brisbane Roar,19,90K,1K,C. O'Toole,1335
238286,Sweden,Jönköpings Södra IF,19,90K,1K,A. Jallow,1313
222931,Northern Ireland,Crawley Town,21,100K,1K,J. Doherty,1395
240596,Northern Ireland,St. Johnstone FC,18,120K,1K,K. McClean,1427
241108,Switzerland,BSC Young Boys,18,120K,2K,P. Teixeira,1331
207829,England,Northampton Town,22,70K,1K,L. Coddington,981
237269,United States,Philadelphia Union,22,70K,1K,J. McGuire,1093
235736,England,Tottenham Hotspur,18,120K,6K,K. Sterling,1321
239320,England,West Bromwich Albion,18,100K,2K,B. House,821
238043,Saudi Arabia,Ettifaq FC,22,100K,2K,A. Al Obud,1300
238299,Scotland,Partick Thistle F.C.,18,120K,1K,A. McCarthy,1439
239579,Ghana,FC Midtjylland,18,100K,2K,M. Baidoo,1518
240091,Italy,F.B.C. Unione Venezia,20,70K,1K,G. Vicario,830
232668,Scotland,St. Johnstone FC,21,80K,1K,L. Gordon,1221
240349,Cyprus,Shrewsbury,17,110K,1K,C. Shelis,1396
223967,Switzerland,FC St. Gallen,19,90K,1K,B. Babic,1295
230111,Republic of Ireland,Bohemian FC,20,90K,1K,P. Gannon,1416
240607,England,Exeter City,18,100K,1K,L. Williams,771
234208,England,Mansfield Town,19,80K,1K,L. Danquah,1409
238816,England,Walsall,18,120K,1K,C. Peters,1311
234209,England,Mansfield Town,19,110K,2K,T. Blake,1445
240355,Poland,Śląsk Wrocław,19,90K,1K,K. Poprawa,1228
232676,Japan,Júbilo Iwata,31,40K,1K,N. Hatta,802
240100,Italy,La Spezia,22,70K,1K,T. Augello,1324
233189,Colombia,Patriotas Boyacá FC,19,100K,1K,D. Vásquez,859
223974,Republic of Ireland,Drogheda United,21,90K,1K,J. Bayly,1480
234472,Denmark,Brentford,18,110K,2K,M. Bech Sorensen,1359
216298,Mexico,Tiburones Rojos de Veracruz,24,60K,1K,M. Cancela,1395
221930,Switzerland,FC Thun,22,80K,2K,N. Sutter,1509
236522,Italy,Benevento Calcio,17,120K,2K,E. Brignola,1276
239851,Switzerland,FC Zürich,20,100K,1K,A. Sadrijaj,1057
237036,England,Shrewsbury,17,120K,1K,R. Barnett,1462
236527,Argentina,Vélez Sarsfield,20,130K,2K,S. Cáseres,1532
240111,Germany,SV Meppen,19,90K,1K,Y. Nuxoll,1179
225521,Italy,Bari,21,70K,1K,V. De Lucia,1055
237553,Turkey,Fenerbahçe SK,17,100K,2K,A. Yiğiter,802
227570,Republic of Ireland,Bray Wanderers,24,60K,1K,L. Steacy,960
230900,Nigeria,Wycombe Wanderers,20,130K,2K,J. Umerah,1295
237300,Colombia,CD America de Cali,20,70K,1K,N. Vidal,795
233205,England,Barnet,19,130K,1K,N. Kyei,1433
238325,England,Walsall,18,120K,1K,T. Hayles-Docherty,1341
240117,Switzerland,FC Zürich,18,120K,1K,M. Haile-Selassie,1275
239606,Germany,Hansa Rostock,20,120K,1K,L. Scherff,1378
240121,Wales,Morecambe,20,90K,1K,R. Deakin,1243
236794,Denmark,Randers FC,20,70K,1K,J. Dakir,800
240124,Colombia,Atlético Bucaramanga,19,110K,1K,J. Jaimes,1376
239101,Germany,SC Paderborn 07,21,60K,1K,T. Brinkmann,801
238334,Scotland,Kilmarnock,19,110K,1K,D. Higgins,1217
240383,Sweden,Hammarby IF,17,90K,1K,O. Edlund,1299
240386,Sweden,AIK Solna,19,50K,1K,G. Nyberg,788
239883,England,Peterborough United,18,100K,1K,M. Penfold,1277
234508,India,,20,0,0,C. Singh,1237
240396,France,Foggia,19,100K,1K,K. Ramè,1385
240141,Poland,Górnik Zabrze,17,90K,1K,W. Hajda,1271
223760,India,,24,0,0,A. Singh,1040
232212,Scotland,Partick Thistle F.C.,18,90K,1K,J. Penrice,1312
230678,England,Huddersfield Town,19,110K,3K,J. Boyle,1313
234264,Korea Republic,Daegu FC,20,100K,1K,Jeong Seung Won,1386
226585,Scotland,Ross County FC,20,110K,1K,R. Dingwall,1310
238874,Germany,FC Carl Zeiss Jena,20,70K,1K,S. Schmidt,927
220187,England,Exeter City,21,70K,2K,M. Jay,1275
190236,England,Crawley Town,26,60K,1K,A. Tajbakhsh,1398
235551,Saudi Arabia,Al Qadisiyah,22,70K,2K,I. Al Shuayl,1522
231457,Scotland,Heart of Midlothian,18,100K,1K,D. Baur,1235
225315,Scotland,Partick Thistle F.C.,20,90K,1K,D. Docherty,1427
237347,France,ES Troyes AC,19,70K,1K,A. Abdallah,1215
238374,Colombia,Atlético Bucaramanga,18,100K,1K,F. Barragán,1388
237864,Republic of Ireland,St. Patrick's Athletic,19,90K,1K,S. Grogan,1432
225321,England,Exeter City,20,80K,1K,A. Byrne,1460
239147,Denmark,Lyngby BK,18,100K,1K,O. Snorre,885
230700,England,Motherwell,20,80K,1K,G. Newell,1281
227630,England,Crewe Alexandra,19,110K,1K,C. Kirk,1323
226352,England,Fleetwood Town,22,80K,1K,J. Sowerby,1338
237360,Sweden,IK Sirius,19,70K,1K,K. Kambusi,1434
241201,Australia,Melbourne Victory,18,100K,1K,P. Waring,1261
233267,United States,New England Revolution,23,60K,1K,M. Turner,1007
233526,India,,22,0,0,S. Passi,1321
240438,Italy,Brescia,28,50K,1K,L. Cattaneo,1424
219959,Saudi Arabia,Ettifaq FC,25,60K,2K,K. Al Hamdhi,1392
236599,England,Tottenham Hotspur,18,100K,5K,S. Shashoua,1336
240695,Australia,Bradford City,22,60K,1K,L. Barr,1159
239162,Greece,FC Helsingør,22,80K,1K,A. Fioretos,1412
238907,Saudi Arabia,Ohod Club,23,50K,2K,H. Abdulmajeed,821
239175,Denmark,Odense Boldklub,18,100K,1K,J. Eskesen,1397
229960,Republic of Ireland,Galway United,20,90K,1K,C. Melody,1373
232520,England,Grimsby Town,19,110K,2K,D. Jaiyesimi,1370
234057,Saudi Arabia,Al Fateh,21,70K,2K,H. Al Khulaif,1155
240202,Sweden,Jönköpings Södra IF,19,110K,1K,K. Ekman,1285
231499,Norway,Lillestrøm SK,18,100K,1K,H. Kristiansen,1412
223308,Turkey,Medicana Sivasspor,21,60K,1K,M. Yıldız,985
233804,England,Bristol City,18,100K,3K,T. Bakinson,1444
238157,Denmark,FC København,18,90K,1K,M. Roerslev,1327
236369,Switzerland,Grasshopper Club Zürich,19,100K,1K,C. Zesiger,1203
239697,Austria,Karlsruher SC,21,70K,1K,S. Gessl,847
229720,England,Barnet,19,110K,1K,W. Fonguck,1497
238681,Germany,Holstein Kiel,22,50K,1K,B. Schipmann,836
238170,Australia,Melbourne Victory,17,100K,1K,C. Theoharous,1242
240218,Germany, SSV Jahn Regensburg,20,60K,1K,A. Weidinger,825
238939,Germany,SV Meppen,20,70K,1K,J. Püschel,1298
240987,England,Plymouth Argyle,17,90K,1K,M. Cooper,824
239196,Germany,VfL Osnabrück,18,100K,1K,T. Möller,1309
237917,Japan,Yokohama F. Marinos,30,30K,1K,A. Suzuki,825
237406,Italy,Vercelli,22,60K,1K,A. Gilardi,794
232031,United States,Real Salt Lake,23,50K,1K,C. Sparrow,913
235618,England,Exeter City,17,100K,3K,K. Wilson,1296
236645,Republic of Ireland,Dundalk,19,80K,1K,C. Ubaezuonu,1328
233832,England,Doncaster Rovers,20,90K,1K,T. Garratt,1316
237930,Denmark,Aarhus GF,17,90K,1K,S. Hausner,1212
240238,England,Bristol Rovers,18,50K,1K,S. Blake,1339
187759,Republic of Ireland,Drogheda United,29,50K,1K,C. Mulhall,1557
232816,Argentina,Arsenal de Sarandí,19,70K,1K,A. Rivero,799
237936,Norway,Vålerenga Fotball,19,110K,1K,A. Dønnum,1430
220019,England,Port Vale,21,70K,1K,M. Harness,1300
239476,Austria,SKN St. Pölten,20,80K,2K,S. Ingolitsch,1335
219509,Republic of Ireland,Cork City,24,50K,1K,A. Smith,969
232565,Japan,Albirex Niigata,26,50K,1K,G. Kawanami,800
239733,Slovenia,Górnik Zabrze,27,50K,1K,S. Arčon,1325
233078,Colombia,Asociacion Deportivo Cali,20,110K,1K,P. Sabbag,1228
240502,France,Le Havre AC,19,80K,1K,O. Ozdemir,1312
235127,Poland,Piast Gliwice,22,50K,1K,J. Freitag,823
237431,Japan,Albirex Niigata,36,10K,1K,I. Homma,1345
238455,Finland,HJK Helsinki,18,80K,1K,V. Vesiaho,1194
237434,Japan,Yokohama F. Marinos,19,90K,1K,G. Harada,849
237952,Northern Ireland,Derry City,18,80K,1K,C. Farren,1259
238465,England,Coventry City,18,90K,1K,C. Camwell,1435
238723,England,Forest Green,20,80K,1K,J. Moran,1162
240003,Kosovo,SC Paderborn 07,18,110K,1K,D. Karimani,1396
235140,Denmark,Odense Boldklub,20,60K,1K,J. Buus,1321
235908,Saudi Arabia,Al Batin,21,70K,1K,A. Al Shammari,1379
238725,Denmark,Lyngby BK,20,100K,1K,K. Tshiembe,1232
235910,Saudi Arabia,Al Batin,25,50K,2K,M. Al Mutairi,1206
236936,Austria,Wolfsberger AC,18,90K,1K,M. Augustin,1187
